WORD	SAMPA	PRON_VARIANT
guðbergsson	k v Y D p E r s O n	standard_cas
guðbjartsson	k v Y D p j a r_0 s O n	standard_cas
guðbjartsson	k v Y D p j a r_0 t s O n	standard_clear
guðbjartur	k v Y D p j a r_0 t Y r	all
guðbjörg	k v Y D p j 9 r k	all
guðbjörnsdóttir	k v Y D p j 9 r_0 s t ou h t I r	all
guðbjörnsson	k v Y D p j 9 r_0 s O n	all
guðbrandsdóttir	k v Y D p r a n s t ou h t I r	standard_cas
guðbrandsdóttir	k v Y D p r a n t s t ou h t I r	standard_clear
guðbrandsson	k v Y D p r a n s O n	standard_cas
guðbrandsson	k v Y D p r a n t s O n	standard_clear
guðbrandssonar	k v Y D p r a n s O n a r	standard_cas
guðbrandssonar	k v Y D p r a n t s O n a r	standard_clear
guðbrandur	k v Y D p r a n t Y r	all
guðdómlega	k v Y D t ou m l E G a	all
guðdómlegu	k v Y D t ou m l E G Y	all
guðfinnsson	k v Y D f I n s O n	all
guðfræði	k v Y D f r ai D I	all
guðhrædda	k v Y D r_0 ai t a	all
guðirnir	k v Y: D I r t n I r	standard_clear
guðjohnsen	k v Y D j O n s E n	all
guðjón	k v Y D j ou n	all
guðjóni	k v Y D j ou n I	all
guðjóns	k v Y D j ou n s	all
guðjónsdóttir	k v Y D j ou n s t ou h t I r	all
guðjónsson	k v Y D j ou n s O n	all
guðlast	k v Y D l a s t	all
guðlaug	k v Y D l 9i G	all
guðlaugsson	k v Y D l 9i x s O n	all
guðlaugur	k v Y D l 9i G Y r	all
guðlegri	k v Y D l E G r I	all
guðleysi	k v Y D l ei s I	all
guðleysingi	k v Y D l ei s i J c I	all
guðleysingjar	k v Y D l ei s i J c a r	all
guðmarsson	k v Y D m a r_0 s O n	standard_clear
guðmarsson	k v Y D m a s O n	standard_cas
guðmundi	k v Y D m Y n t I	all
guðmundsdóttir	k v Y D m Y n s t ou h t I r	standard_cas
guðmundsdóttir	k v Y D m Y n t s t ou h t I r	standard_clear
guðmundsdóttur	k v Y D m Y n t s t ou h t Y r	all
guðmundsson	k v Y D m Y n s O n	standard_cas
guðmundsson	k v Y D m Y n t s O n	standard_clear
guðmundssonar	k v Y D m Y n t s O n a r	all
guðmundssyni	k v Y D m Y n t s I n I	all
guðmundur	k v Y D m Y n t Y r	all
guðna	k v Y D n a	all
guðnadóttir	k v Y D n a t ou h t I r	all
guðni	k v Y D n I	all
guðríður	k v Y D r i D Y r	all
guðrún	k v Y D r u n	all
guðrúnar	k v Y D r u n a r	all
guðs	k v Y D s	all
guðspjall	k v Y D s p j a t l_0	all
guðspjöllin	k v Y D s p j 9 t l I n	all
guðsþjónusta	k v Y D s T j ou n Y s t a	all
gylfa	c I l v a	all
gylfadóttir	c I l v a t ou h t I r	all
gylfason	c I l v a s O n	all
gylfi	c I l v I	all
gyllt	c I l_0 t	all
gylltir	c I l_0 t I r	all
gylltri	c I l_0 t r I	all
gylltum	c I l_0 t Y m	all
gyða	c I: D a	all
gyðinga	c I: D i N k a	all
gyðingarnir	c I: D i N k a r t n I r	standard_clear
gyðingasamtakanna	c I: D i N k a s a m t_h a k a n a	standard_clear
gyðingasamtakanna	c I: D i N k a s a m t_h a k_h a n a	north_clear
gá	k au:	all
gáfaða	k au: a D a	standard_cas
gáfaða	k au: v a D a	standard_clear
gáfaður	k au: a D Y r	standard_cas
gáfaður	k au: v a D Y r	standard_clear
gáfnafari	k au p n a f a r I	all
gáfum	k au: Y m	standard_cas
gáfum	k au: v Y m	standard_clear
gáfurnar	k au: v Y r t n a r	standard_clear
gáfurnar	k au: v Y t n a r	standard_cas
gáfust	k au: v Y s t	all
gáfuð	k au: Y D	standard_cas
gáfuð	k au: v Y D	standard_clear
gáleysi	k au: l ei s I	all
gálginn	k au l c I n	all
gállinn	k au t l I n	all
gára	k au: r a	all
gáska	k au s k a	all
gáski	k au s c I	all
gáta	k au: t a	standard_clear
gáta	k au: t_h a	north_clear
gátt	k au h t	all
gátu	k au: t Y	standard_clear
gátu	k au: t_h Y	north_clear
gátum	k au: t Y m	south_cas
gátum	k au: t Y m	standard_clear
gátum	k au: t_h Y m	north_clear
gæddi	c ai t I	all
gæddu	c ai t Y	all
gæddum	c ai t Y m	all
gæfa	c ai: v a	all
gæfi	c ai: v I	all
gæfu	c ai: v Y	all
gæfumaður	c ai: v Y m a D Y r	all
gæfunnar	c ai: v Y n a r	all
gæfuspor	c ai: v Y s p O r	all
gægðist	c ai G D I s t	all
gægðust	c ai G D Y s t	all
gæi	c ai: I	all
gæla	c ai: l a	all
gæludýr	c ai: l Y t i r	all
gær	c ai: r	all
gærdag	c ai r t a G	all
gærdagsins	c ai r_0 t a x s I n s	all
gærkvöld	c ai r_0 k_h v 9 l t	all
gærkvöldi	c ai r_0 k_h v 9 l t I	all
gæs	c ai: s	all
gæsahúð	c ai: s a h u D	all
gæslumaðurinn	c ai s t l Y m a D Y r I n	all
gæsluvarðhald	c ai s t l Y v a r T h a l t	all
gæsluvarðhaldi	c ai s t l Y v a r T h a l t I	all
gæta	c ai: t a	standard_clear
gæta	c ai: t_h a	north_clear
gæti	c ai: t I	standard_clear
gæti	c ai: t_h I	north_clear
gætt	c ai h t	all
gætti	c ai h t I	all
gættinni	c ai h t I n I	all
gætu	c ai: t Y	standard_clear
gætu	c ai: t_h Y	north_clear
gætum	c ai: t Y m	standard_clear
gætum	c ai: t_h Y m	north_clear
gæða	c ai: D a	all
gæðaflokki	c ai: D a f l O h c I	all
gæði	c ai: D I	all
gífurleg	c i: v Y r l E G	all
gífurlegar	c i: v Y r l E G a r	all
gífurlegt	c i: v Y r l E x t	all
gígja	c i j a	all
gígju	c i j Y	all
gír	c i: r	all
gírstönginni	c i r_0 s t 9i J c I n I	standard_clear
gírstönginni	c i s t 9i J c I n I	standard_cas
gísla	c i s t l a	all
gísladóttir	c i s t l a t ou h t I r	all
gísladóttur	c i s t l a t ou h t Y r	all
gíslason	c i s t l a s O n	all
gíslasyni	c i s t l a s I n I	all
gísli	c i s t l I	all
gíslingu	c i s t l i N k Y	all
gíslína	c i s t l i n a	all
gítar	c i: t a r	standard_clear
gítar	c i: t_h a r	north_clear
gítarleikara	c i: t a r l ei k a r a	standard_clear
gítarleikara	c i: t_h a r l ei k_h a r a	north_clear
góa	k ou: a	all
gólf	k ou l f	all
gólfefni	k ou l v E p n I	all
gólffjalirnar	k ou l f j a l I r t n a r	all
gólffjölunum	k ou l f j 9 l Y n Y m	all
gólfi	k ou l f I	all
gólfinu	k ou l v I n Y	all
gólfið	k ou l v I D	all
góma	k ou: m a	all
gómsætur	k ou m s ai t Y r	standard_clear
góndum	k ou n t Y m	all
góss	k ou s	all
góð	k ou: D	all
góða	k ou: D a	all
góðan	k ou: D a n	all
góðar	k ou: D a r	all
góðgerðarstarfsemi	k ou D c E r D a r_0 s t a r f s E m I	standard_clear
góðgerðarstarfsemi	k ou D c E r D a r_0 s t a r_0 s E m I	standard_cas
góði	k ou: D I	all
góðir	k ou: D I r	all
góðra	k ou D r a	all
góðrar	k ou D r a r	all
góðri	k ou D r I	all
góðu	k ou: D Y	all
góðum	k ou: D Y m	all
góður	k ou: D Y r	all
góðviðrisdögum	k ou D v I D r I s t 9 G Y m	all
góðæri	k ou: D ai r I	all
göfuga	k 9: v Y G a	all
göfugt	k 9: v Y x t	all
gögguðu	k 9 k Y D Y	all
gögn	k 9 k n_0	all
gögnin	k 9 k n I n	all
gögnum	k 9 k n Y m	all
gömlu	k 9 m l Y	all
gömlum	k 9 m l Y m	all
gömul	k 9: m Y l	all
göng	k 9i N k	all
göngu	k 9i N k Y	all
göngubrú	k 9i N k Y p r u	all
göngudeild	k 9i N k Y t ei l t	all
gönguferð	k 9i N k Y f E r D	all
gönguferðir	k 9i N k Y f E r D I r	all
gönguferðum	k 9i N k Y f E r D Y m	all
göngugötuna	k 9i N k Y k 9 t Y n a	standard_clear
göngugötuna	k 9i N k Y k 9 t_h Y n a	north_clear
göngugötunni	k 9i N k Y k 9 t Y n I	standard_clear
göngugötunni	k 9i N k Y k 9 t_h Y n I	north_clear
gönguhópur	k 9i N k Y h ou p Y r	standard_clear
gönguhópur	k 9i N k Y h ou p_h Y r	north_clear
göngulagi	k 9i N k Y l ai j I	all
göngulaginu	k 9i N k Y l ai j I n Y	all
göngulagið	k 9i N k Y l ai j I D	all
gönguleið	k 9i N k Y l ei D	all
gönguleiðir	k 9i N k Y l ei D I r	all
gönguleiðum	k 9i N k Y l ei D Y m	all
göngum	k 9i N k Y m	all
göngunum	k 9i N k O n Y m	all
göngur	k 9i N k Y r	all
göngustíg	k 9i N k Y s t i G	all
göngustígum	k 9i N k Y s t i G Y m	all
göngutúr	k 9i N k Y t_h u r	all
götuhornum	k 9: t Y h O r t n Y m	standard_clear
götuhornum	k 9: t_h Y h O r t n Y m	north_clear
götum	k 9: t Y m	standard_clear
götum	k 9: t_h Y m	north_clear
götuna	k 9: t Y n a	standard_clear
götuna	k 9: t_h Y n a	north_clear
götunni	k 9: t Y n I	standard_clear
götunni	k 9: t_h Y n I	north_clear
gúllivers	k u l I v E r_0 s	all
gúlpaði	k u l p_h a D I	northeast_cas
gúlpaði	k u l p_h a D I	northeast_clear
gúlpaði	k u l_0 p a D I	standard_clear
gúmmíbátinn	k u m i p au t I n	standard_clear
gúmmíbátinn	k u m i p au t_h I n	north_clear
gúmmíflibbanum	k u m i f l I p a n Y m	all
gúmmífætt	k u m i f ai h t	all
gúmmíhandföngin	k u m i h a n t f 9i J c I n	all
gúmmíhanska	k u m i h a n s k a	all
gúmmíi	k u m i I	all
gúmmíræmurnar	k u m i r ai m Y r t n a r	standard_clear
gúmmískó	k u m i s k ou	all
gúmmískór	k u m i s k ou r	all
gúmmíslöngum	k u m i s t l 9i N k Y m	all
gúmmístígvélum	k u m i s t i G v j E l Y m	all
gúmmístígvélunum	k u m i s t i G v j E l O n Y m	all
gúmmítrjáa	k u m i t_h r j au a	all
gúmmítrjánna	k u m i t_h r j au n a	all
gúmmítré	k u m i t_h r j E	all
gúrkunum	k u r_0 k O n Y m	all
gúrkutíð	k u r_0 k Y t_h i D	all
gústaf	k u s t a v	all
gústafsson	k u s t a f s O n	all
gústavsson	k u s t a f s O n	all
gýgur	c i: G Y r	all
ha	h a:	all
haag	h a: G	all
haarde	h O r t E	all
hadda	h a t a	all
hafa	h a: v a	all
hafdís	h a v t i s	all
haffa	h a f a	all
haffærisskírteini	h a f ai r I s c i r_0 t ei n I	all
hafi	h a: v I	all
hafin	h a: v I n	all
hafinn	h a: v I n	all
hafinu	h a: v I n Y	all
hafir	h a: v I r	all
hafist	h a: v I s t	all
hafið	h a: v I D	all
hafna	h a p n a	all
hafnar	h a p n a r	all
hafnarbakkanum	h a p n a r p a h k a n Y m	all
hafnarboltaknattleik	h a p n a r p O l_0 t a k_h n a h t l ei k	standard_clear
hafnarboltaknattleik	h a p n a r p O l_0 t a k_h n a h t l ei k_h	north_clear
hafnarborgar	h a p n a r p O r k a r	all
hafnarfirði	h a p n a r_0 f I r D I	all
hafnarfjarðarbæ	h a p n a r_0 f j a r D a r p ai	all
hafnarfjarðarbær	h a p n a r_0 f j a r D a r_0 p ai r	all
hafnarfjarðarkirkja	h a p n a r_0 f j a r D a r_0 c_h I r_0 c a	all
hafnarfjarðarkirkju	h a p n a r_0 f j a r D a r_0 c_h I r_0 c Y	standard_clear
hafnarframkvæmdum	h a p n a r_0 f r a m k_h v ai m t Y m	all
hafnarhús	h a p n a r_0 h u s	all
hafnarhúsi	h a p n a r_0 h u s I	all
hafnarhúsinu	h a p n a r_0 h u s I n Y	all
hafnarhúsið	h a p n a r_0 h u s I D	all
hafnarkjaftur	h a p n a r_0 c_h a f t Y r	all
hafnarstræti	h a p n a r_0 s t r ai t I	standard_clear
hafnarstræti	h a p n a r_0 s t r ai t_h I	north_clear
hafnarsvæðinu	h a p n a r_0 s v ai D I n Y	all
hafnarvogin	h a p n a r v Oi j I n	all
hafnað	h a p n a D	all
hafnaði	h a p n a D I	all
hafnfirðinga	h a p n_0 f I r D i N k a	all
hafni	h a p n I	all
hafnir	h a p n I r	all
hafragrautur	h a v r a k r 9i t Y r	standard_clear
hafragrautur	h a v r a k r 9i t_h Y r	north_clear
hafrannsóknastofnun	h a v r a n s ou h k n a s t O p n Y n	all
hafrannsóknastofnunar	h a v r a n s ou h k n a s t O p n Y n a r	all
hafrannsóknastofnunarinnar	h a v r a n s ou h k n a s t O p n Y n a r I n a r	all
hafsbotni	h a f s p O h t n I	all
hafsins	h a f s I n s	all
hafsjór	h a f s j ou r	all
hafstein	h a f s t ei n	all
hafsteins	h a f s t ei n s	all
hafsteinsdóttir	h a f s t ei n s t ou h t I r	all
hafsteinsdóttur	h a f s t ei n s t ou h t Y r	all
hafstjarnan	h a f s t j a r t n a n	standard_clear
haft	h a f t	all
hafta	h a f t a	all
hafti	h a f t I	all
hafurtask	h a: v Y r t_h a s k	all
hafði	h a v D I	all
hafðu	h a v D Y	all
hafður	h a v D Y r	all
hafþórsson	h a f T ou r_0 s O n	all
hag	h a: G	all
haga	h a: G a	all
hagar	h a: G a r	all
hagatjörn	h a: G a t_h j 9 r t n_0	standard_clear
hagað	h a: G a D	all
hagbjörtu	h a G p j 9 r_0 t Y	all
hagfræði	h a x f r ai D I	all
hagfræðingur	h a x f r ai D i N k Y r	all
haggast	h a k a s t	all
haggað	h a k a D	all
haggaðist	h a k a D I s t	all
hagið	h ai j I D	all
hagkaup	h a G k_h 9i p	standard_clear
hagkaup	h a G k_h 9i p_h	north_clear
hagkaupi	h a G k_h 9i p I	standard_clear
hagkaupi	h a G k_h 9i p_h I	north_clear
hagkerfisins	h a G c_h E r v I s I n s	all
hagkerfið	h a G c_h E r v I D	all
hagkvæmari	h a G k_h v ai m r I	all
hagkvæmastan	h a G k_h v ai m a s t a n	all
hagkvæmni	h a G k_h v ai m n I	all
hagkvæmri	h a G k_h v ai m r I	all
hagkvæmt	h a G k_h v ai m t_h	northeast_clear
hagkvæmt	h a G k_h v ai m_0 t	northeast_cas
hagkvæmt	h a G k_h v ai m_0 t	standard_clear
hagkvæmur	h a G k_h v ai m Y r	all
hagl	h a k l_0	all
haglabyssa	h a k l a p I s a	all
haglabyssu	h a k l a p I s Y	all
haglabyssuna	h a k l a p I s Y n a	all
hagnast	h a k n a s t	all
hagnaðarskyni	h a k n a D a r_0 s c I n I	standard_clear
hagnaðarskyni	h a k n a D a s c I n I	standard_cas
hagnaðist	h a k n a D I s t	all
hagnaður	h a k n a D Y r	all
hagnaðurinn	h a k n a D Y r I n	all
hagnýt	h a G n i t	standard_clear
hagnýt	h a G n i t_h	north_clear
hagnýtingar	h a G i t_h i N k a r	north_clear
hagnýtingar	h a G n i t i N k a r	standard_clear
hagnýtri	h a G n i t r I	all
hagrætt	h a G r ai h t	all
hagræða	h a G r ai D a	all
hagræði	h a G r ai D I	all
hagræðingu	h a G r ai D i N k Y	all
hagsbóta	h a x s p ou t a	standard_clear
hagsbóta	h a x s p ou t_h a	north_clear
hagsmuna	h a x s m Y n a	all
hagsmunaaðila	h a x s m Y n a a D I l a	all
hagsmunamál	h a x s m Y n a m au l	all
hagsmunasamtaka	h a x s m Y n a s a m t_h a k a	standard_clear
hagsmunasamtaka	h a x s m Y n a s a m t_h a k_h a	north_clear
hagsmunasamtökum	h a x s m Y n a s a m t_h 9 k Y m	standard_clear
hagsmunasamtökum	h a x s m Y n a s a m t_h 9 k_h Y m	north_clear
hagsmuni	h a x s m Y n I	all
hagsmunir	h a x s m Y n I r	all
hagsmunum	h a x s m Y n Y m	all
hagstofan	h a x s t O v a n	all
hagstofu	h a x s t O v Y	all
hagstætt	h a x s t ai h t	all
hagstæðara	h a x s t ai D a r a	all
hagstæðari	h a x s t ai D a r I	all
hagsæld	h a x s ai l t	all
hagur	h a: G Y r	all
hagvaxtarskeið	h a G v a k s t a r_0 s c ei D	standard_clear
hagvaxtarskeið	h a G v a k s t a s c ei D	standard_cas
hagvexti	h a G v E k s t I	all
hagvöxt	h a G v 9 k s t	all
hagvöxtur	h a G v 9 k s t Y r	all
haka	h a: k a	standard_clear
haka	h a: k_h a	north_clear
hakka	h a h k a	all
hala	h a: l a	all
halarófu	h a: l a r ou Y	standard_cas
halarófu	h a: l a r ou v Y	standard_clear
hald	h a l t	all
halda	h a l t a	all
haldarann	h a l t a r a n	all
haldast	h a l t a s t	all
haldi	h a l t I	all
haldin	h a l t I n	all
haldinn	h a l t I n	all
haldist	h a l t I s t	all
haldið	h a l t I D	all
haldlagt	h a l t l a x t	all
haldnir	h a l t n I r	all
halds	h a l s	standard_cas
halds	h a l t s	standard_clear
hall	h a t l_0	all
halla	h a t l a	all
hallarbúning	h a t l a r p u n i N k	all
hallardrykkur	h a t l a r t r I h k Y r	all
hallað	h a t l a D	all
hallbjörn	h a t l_0 p j 9 r t n_0	standard_clear
halldór	h a l t ou r	all
halldóra	h a l t ou r a	all
halldóri	h a l t ou r I	all
halldórs	h a l t ou r_0 s	all
halldórsdóttir	h a l t ou r_0 s t ou h t I r	all
halldórsdóttur	h a l t ou r_0 s t ou h t Y r	all
halldórsson	h a l t ou r_0 s O n	all
halldórssyni	h a l t ou r_0 s I n I	all
halldóru	h a l t ou r Y	all
hallelúja	h a: l E l u j a	all
hallfríður	h a t l_0 f r i D Y r	all
hallgerður	h a t l_0 c E r D Y r	all
hallgrím	h a t l_0 k r i m	all
hallgrímsdóttir	h a t l_0 k r i m s t ou h t I r	all
hallgrímskirkju	h a t l_0 k r i m s c_h I r_0 c Y	all
hallgrímskirkjuturn	h a t l_0 k r i m s c_h I r_0 c Y t_h Y r t n_0	standard_clear
hallgrímskirkjuturn	h a t l_0 k r i m s c_h I r_0 c Y t_h Y t n_0	standard_cas
hallgrímssonar	h a t l_0 k r i m s O n a r	all
hallgrímssyni	h a t l_0 k r i m s I n I	all
halli	h a l I	all
halli	h a t l I	all
halloka	h a t l O k a	standard_clear
halloka	h a t l O k_h a	north_clear
halls	h a l s	all
hallsson	h a l s O n	all
hallur	h a t l Y r	all
hallvarðsson	h a t l v a r D s O n	standard_clear
hallveig	h a t l v ei G	all
halló	h a t l ou	all
haltra	h a l_0 t r a	all
haltrar	h a l_0 t r a r	all
haltur	h a l_0 t Y r	all
ham	h a: m	all
hamar	h a: m a r	all
hamarháfi	h a: m a r h au I	standard_cas
hamarháfi	h a: m a r h au v I	standard_clear
hamars	h a: m a r_0 s	all
hamarshöggin	h a: m a r_0 s h 9 c I n	all
hamarslandi	h a: m a r_0 s t l a n t I	standard_clear
hamarslandi	h a: m a s t l a n t I	standard_cas
hamborg	h a m p O r k	all
hamborgarhryggnum	h a m p O r k a r_0 I k n Y m	all
hamburg	h a m p Y r k	all
hamilton	h a: m I l t_h O n	all
hamingjan	h a: m i J c a n	all
hamingju	h a: m i J c Y	all
hamingjuna	h a: m i J c Y n a	all
hamingjunni	h a: m i J c Y n I	all
hamingjuríkt	h a: m i J c Y r i x t	all
hamingjusama	h a: m i J c Y s a m a	all
hamingjusaman	h a: m i J c Y s a m a n	all
hamingjusamir	h a: m i J c Y s a m I r	all
hamingjusamt	h a: m i J c Y s a m_0 t	standard_clear
hamingjusamur	h a: m i J c Y s a m Y r	all
hamingjusöm	h a: m i J c Y s 9 m	all
hamingjusömu	h a: m i J c Y s 9 m Y	all
hamla	h a m l a	all
hammarby	h a m a r_0 p i	all
hampa	h a m p_h a	northeast_clear
hampa	h a m_0 p a	standard_clear
hampað	h a m p_h a D	northeast_clear
hampað	h a m_0 p a D	standard_clear
hampaði	h a m p_h a D I	northeast_clear
hampaði	h a m_0 p a D I	standard_clear
hamra	h a m r a	all
hamskiptum	h a m s c I f t Y m	all
hamslausri	h a m s t l 9i s r I	all
hamstur	h a m s t Y r	all
hamsturinn	h a m s t Y r I n	all
hana	h a: n a	all
handa	h a n t a	all
handagangur	h a n t a k au N k Y r	all
handahreyfingum	h a n t a r_0 ei v i N k Y m	all
handahófi	h a n t a h ou v I	all
handan	h a n t a n	all
handar	h a n t a r	all
handarhreyfingu	h a n t a r_0 ei v i N k Y	all
handarkrikann	h a n t a r_0 k_h r I k a n	standard_clear
handarkrikann	h a n t a r_0 k_h r I k_h a n	north_clear
handarkrikanum	h a n t a r_0 k_h r I k a n Y m	standard_clear
handarkrikanum	h a n t a r_0 k_h r I k_h a n Y m	north_clear
handarkrikunum	h a n t a r_0 k_h r I k O n Y m	standard_clear
handarkrikunum	h a n t a r_0 k_h r I k_h O n Y m	north_clear
handavinnustofurnar	h a n t a v I n Y s t O v Y r t n a r	all
handbolta	h a n t p O l_0 t a	standard_clear
handboltakvöld	h a m p O l_0 t a k_h v 9 l t	standard_cas
handboltakvöld	h a n t p O l_0 t a k_h v 9 l t	standard_clear
handboltanum	h a n p O l_0 t a n Y m	standard_cas
handboltanum	h a n t p O l_0 t a n Y m	standard_clear
handbolti	h a n p O l_0 t I	standard_cas
handbolti	h a n t p O l_0 t I	standard_clear
handboltinn	h a n p O l_0 t I n	standard_cas
handboltinn	h a n t p O l_0 t I n	standard_clear
handbragð	h a n t p r a G D	all
handbragði	h a n t p r a G D I	all
handbremsa	h a n t p r E m s a	all
handbók	h a n t p ou k	standard_clear
handbók	h a n t p ou k_h	north_clear
handfanginu	h a n t f au J c I n Y	all
handfestu	h a n t f E s t Y	all
handfylli	h a n t f I t l I	all
handjárna	h a n t j au r t n a	all
handjárnin	h a n t j au r t n I n	all
handklæði	h a n t k_h l ai D I	all
handklæðum	h a n t k_h l ai D Y m	standard_clear
handknattleik	h a n t k_h n a h t l ei k	standard_clear
handknattleik	h a n t k_h n a h t l ei k_h	north_clear
handknattleiksdeildar	h a n t k_h n a h t l ei k s t ei l t a r	all
handknattleiksmaður	h a n t k_h n a h t l ei k s m a D Y r	all
handknattleiksráð	h a n t k_h n a h t l ei k s r au D	all
handknattleikssambandinu	h a n t k_h n a h t l ei k s a m p a n t I n Y	all
handknattleikur	h a n t k_h n a h t l ei k Y r	standard_clear
handknattleikur	h a n t k_h n a h t l ei k_h Y r	north_clear
handlaginn	h a n t l ai j I n	all
handlegg	h a n t l E k	all
handlegginn	h a n t l E c I n	all
handleggir	h a n t l E c I r	all
handleggjunum	h a n t l E c O n Y m	all
handleggsbrotnaði	h a n t l E k s p r O h t n a D I	all
handleggur	h a n t l E k Y r	all
handleggurinn	h a n t l E k Y r I n	all
handmennt	h a n t m E n_0 t	standard_clear
handrit	h a n t r I t	standard_clear
handritið	h a n t r I t I D	standard_clear
handritið	h a n t r I t_h I D	north_clear
handritshöfundar	h a n t r I t s h 9 v Y n t a r	all
handrið	h a n t r I D	all
handriðið	h a n t r I D I D	all
handrukkarinn	h a n t r Y h k a r I n	all
handskiptum	h a n s c I f t Y m	standard_cas
handskiptum	h a n t s c I f t Y m	standard_clear
handsnyrting	h a n s t n I r_0 t i N k	standard_cas
handsnyrting	h a n t s t n I r_0 t i N k	standard_clear
handsprengjur	h a n s p r ei J c Y r	standard_cas
handsprengjur	h a n t s p r ei J c Y r	standard_clear
handstýrt	h a n s t i r_0 t	standard_cas
handstýrt	h a n t s t i r_0 t	standard_clear
handtaka	h a n t_h a k a	standard_clear
handtaka	h a n t_h a k_h a	north_clear
handtekin	h a n t_h E c I n	standard_clear
handtekin	h a n t_h E c_h I n	north_clear
handtekinn	h a n t_h E c I n	standard_clear
handtekinn	h a n t_h E c_h I n	north_clear
handtekið	h a n t E c_h I D	north_clear
handtekið	h a n t_h E c I D	standard_clear
handteknir	h a n t_h E h k n I r	all
handtökin	h a n t_h 9 c I n	standard_clear
handtökin	h a n t_h 9 c_h I n	north_clear
handtöku	h a n t_h 9 k Y	standard_clear
handtöku	h a n t_h 9 k_h Y	north_clear
handuggum	h a n t Y k Y m	all
handverks	h a n t v E r_0 k s	standard_clear
handverks	h a n t v E r_0 s	standard_cas
handverksmunum	h a n t v E r_0 k s m Y n Y m	standard_clear
handverksmunum	h a n t v E r_0 s m Y n Y m	standard_cas
handvirkt	h a n t v I r_0 t	all
handíðaskóla	h a n t i D a s k ou l a	all
hanga	h au N k a	all
hangikjöt	h au J c I c_h 9 t	standard_clear
hangikjötsilm	h au J c I c_h 9 t s I l m	all
hangir	h au J c I r	all
hangs	h au N s	all
hangsa	h au N s a	all
hanki	h au J c_h I	northeast_clear
hanki	h au J_0 c I	standard_clear
